"Fiscal Year","Fiscal Period","Activity Date","Chart","Document Code","Document Reference","Vendor Name","Encumbrance Number","Transaction Description","Transaction Date","Transaction Type","Grant Code","Fund Type","Fund Type Title","Fund Level 3","Fund Title 3","Fund Level 4","Fund Title 4","Fund Level 5","Fund Title 5","Fund Predecessor","Fund Predecessor Title","Fund","Fund Title","Level 3 Org","Level 3 Org Title","Index Code","Index Title","Organization","Organization Title","PE","PE Title","Account","Account Title","Program","Program Title","Activity","Activity Code Title","Location Code","Location Title","Dr Cr","Original Budget","Adjusted Budget","YTD","Encumbrance","Vendor Invoice","PI ID","PI Name","Index Code Filtered","Index Title Filtered","Check Number","Document Sequence","Document Text"
"=""23""","=""01""","7/14/2022 1:01:06 PM","=""V""",F0231354,,,,"HR Payroll 2022 UI 15 0",7/22/2022,GRIC,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""225376""","DHHS NIH CMCI 2021 Xian","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""225376""","DHHS NIH CMCI 2021 Xian","=""3979""","Research Centers and Institutes",772903,"DHHS NIH CMCI 2021 Xian","=""772""",IMCI,"=""60""",Overhead,"=""E5982""","Facilities and Admin Expense",02ORO,"Organized Research on Campus","=""""","=""""",,,+,0,0,184.98,0,,V00009752,"Wichman, Holly",772903,"DHHS NIH CMCI 2021 Xian",,870,"="""""
"=""23""","=""01""","7/14/2022 12:58:29 PM","=""V""",F0231354,,,,"HR Payroll 2022 UI 15 0",7/22/2022,HGNL,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""225377""","DHHS NIH CMCI 2021 Fu","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""225377""","DHHS NIH CMCI 2021 Fu","=""3979""","Research Centers and Institutes",772902,"DHHS NIH CMCI 2021 Fu","=""772""",IMCI,"=""10""",Salaries,"=""E4108""","Summer Salary",02ORO,"Organized Research on Campus","=""""","=""""",,,+,0,0,1742.08,0,,V00009752,"Wichman, Holly",772902,"DHHS NIH CMCI 2021 Fu",,871,"="""""
"=""23""","=""01""","7/14/2022 12:58:29 PM","=""V""",F0231354,,,,"HR Payroll 2022 UI 15 0",7/22/2022,HGNL,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""225377""","DHHS NIH CMCI 2021 Fu","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""225377""","DHHS NIH CMCI 2021 Fu","=""3979""","Research Centers and Institutes",772902,"DHHS NIH CMCI 2021 Fu","=""772""",IMCI,"=""10""",Salaries,"=""E4109""","IA/GA Salary",02ORO,"Organized Research on Campus","=""""","=""""",,,+,0,0,810.56,0,,V00009752,"Wichman, Holly",772902,"DHHS NIH CMCI 2021 Fu",,872,"="""""
"=""23""","=""01""","7/14/2022 1:01:06 PM","=""V""",F0231354,,,,"HR Payroll 2022 UI 15 0",7/22/2022,GRRV,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""225377""","DHHS NIH CMCI 2021 Fu","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""225377""","DHHS NIH CMCI 2021 Fu","=""3979""","Research Centers and Institutes",772902,"DHHS NIH CMCI 2021 Fu","=""772""",IMCI,"=""RV""",Revenue,"=""R3711""","Grants & Contracts - Federal",02ORO,"Organized Research on Campus","=""""","=""""",,,+,0,0,2569.57,0,,V00009752,"Wichman, Holly",772902,"DHHS NIH CMCI 2021 Fu",,871,"="""""
"=""23""","=""01""","7/14/2022 1:01:07 PM","=""V""",F0231354,,,,"HR Payroll 2022 UI 15 0",7/22/2022,GRRV,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""225377""","DHHS NIH CMCI 2021 Fu","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""225377""","DHHS NIH CMCI 2021 Fu","=""3979""","Research Centers and Institutes",772902,"DHHS NIH CMCI 2021 Fu","=""772""",IMCI,"=""RV""",Revenue,"=""R3711""","Grants & Contracts - Federal",02ORO,"Organized Research on Campus","=""""","=""""",,,+,0,0,1195.58,0,,V00009752,"Wichman, Holly",772902,"DHHS NIH CMCI 2021 Fu",,872,"="""""
"=""23""","=""01""","7/14/2022 1:01:06 PM","=""V""",F0231354,,,,"HR Payroll 2022 UI 15 0",7/22/2022,GRIC,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""225377""","DHHS NIH CMCI 2021 Fu","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""225377""","DHHS NIH CMCI 2021 Fu","=""3979""","Research Centers and Institutes",772902,"DHHS NIH CMCI 2021 Fu","=""772""",IMCI,"=""60""",Overhead,"=""E5982""","Facilities and Admin Expense",02ORO,"Organized Research on Campus","=""""","=""""",,,+,0,0,827.49,0,,V00009752,"Wichman, Holly",772902,"DHHS NIH CMCI 2021 Fu",,871,"="""""
"=""23""","=""01""","7/14/2022 1:01:07 PM","=""V""",F0231354,,,,"HR Payroll 2022 UI 15 0",7/22/2022,GRIC,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""225377""","DHHS NIH CMCI 2021 Fu","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""225377""","DHHS NIH CMCI 2021 Fu","=""3979""","Research Centers and Institutes",772902,"DHHS NIH CMCI 2021 Fu","=""772""",IMCI,"=""60""",Overhead,"=""E5982""","Facilities and Admin Expense",02ORO,"Organized Research on Campus","=""""","=""""",,,+,0,0,385.02,0,,V00009752,"Wichman, Holly",772902,"DHHS NIH CMCI 2021 Fu",,872,"="""""
"=""23""","=""01""","7/14/2022 12:58:29 PM","=""V""",F0231354,,,,"HR Payroll 2022 UI 15 0",7/22/2022,HGNL,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""225378""","DHHS NIH CMCI 2021 Remien","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""225378""","DHHS NIH CMCI 2021 Remien","=""3979""","Research Centers and Institutes",772901,"DHHS NIH CMCI 2021 Remien","=""772""",IMCI,"=""10""",Salaries,"=""E4106""","Staff  ",02ORO,"Organized Research on Campus","=""""","=""""",,,+,0,0,339.84,0,,V00009752,"Wichman, Holly",772901,"DHHS NIH CMCI 2021 Remien",,873,"="""""
"=""23""","=""01""","7/14/2022 12:58:29 PM","=""V""",F0231354,,,,"HR Payroll 2022 UI 15 0",7/22/2022,HGNL,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""225378""","DHHS NIH CMCI 2021 Remien","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""225378""","DHHS NIH CMCI 2021 Remien","=""3979""","Research Centers and Institutes",772901,"DHHS NIH CMCI 2021 Remien","=""772""",IMCI,"=""10""",Salaries,"=""E4108""","Summer Salary",02ORO,"Organized Research on Campus","=""""","=""""",,,+,0,0,943.45,0,,V00009752,"Wichman, Holly",772901,"DHHS NIH CMCI 2021 Remien",,874,"="""""
"=""23""","=""01""","7/14/2022 1:01:07 PM","=""V""",F0231354,,,,"HR Payroll 2022 UI 15 0",7/22/2022,GRRV,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""225378""","DHHS NIH CMCI 2021 Remien","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""225378""","DHHS NIH CMCI 2021 Remien","=""3979""","Research Centers and Institutes",772901,"DHHS NIH CMCI 2021 Remien","=""772""",IMCI,"=""RV""",Revenue,"=""R3711""","Grants & Contracts - Federal",02ORO,"Organized Research on Campus","=""""","=""""",,,+,0,0,501.26,0,,V00009752,"Wichman, Holly",772901,"DHHS NIH CMCI 2021 Remien",,873,"="""""
"=""23""","=""01""","7/14/2022 1:01:07 PM","=""V""",F0231354,,,,"HR Payroll 2022 UI 15 0",7/22/2022,GRRV,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""225378""","DHHS NIH CMCI 2021 Remien","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""225378""","DHHS NIH CMCI 2021 Remien","=""3979""","Research Centers and Institutes",772901,"DHHS NIH CMCI 2021 Remien","=""772""",IMCI,"=""RV""",Revenue,"=""R3711""","Grants & Contracts - Federal",02ORO,"Organized Research on Campus","=""""","=""""",,,+,0,0,1391.59,0,,V00009752,"Wichman, Holly",772901,"DHHS NIH CMCI 2021 Remien",,874,"="""""
"=""23""","=""01""","7/14/2022 1:01:07 PM","=""V""",F0231354,,,,"HR Payroll 2022 UI 15 0",7/22/2022,GRIC,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""225378""","DHHS NIH CMCI 2021 Remien","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""225378""","DHHS NIH CMCI 2021 Remien","=""3979""","Research Centers and Institutes",772901,"DHHS NIH CMCI 2021 Remien","=""772""",IMCI,"=""60""",Overhead,"=""E5982""","Facilities and Admin Expense",02ORO,"Organized Research on Campus","=""""","=""""",,,+,0,0,161.42,0,,V00009752,"Wichman, Holly",772901,"DHHS NIH CMCI 2021 Remien",,873,"="""""
"=""23""","=""01""","7/14/2022 1:01:07 PM","=""V""",F0231354,,,,"HR Payroll 2022 UI 15 0",7/22/2022,GRIC,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""225378""","DHHS NIH CMCI 2021 Remien","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""225378""","DHHS NIH CMCI 2021 Remien","=""3979""","Research Centers and Institutes",772901,"DHHS NIH CMCI 2021 Remien","=""772""",IMCI,"=""60""",Overhead,"=""E5982""","Facilities and Admin Expense",02ORO,"Organized Research on Campus","=""""","=""""",,,+,0,0,448.14,0,,V00009752,"Wichman, Holly",772901,"DHHS NIH CMCI 2021 Remien",,874,"="""""
"=""23""","=""01""","7/14/2022 12:58:43 PM","=""V""",F0231354,,,,"HR Payroll 2022 UI 15 0",7/22/2022,HGNL,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""225606""","DHHS NIH CMCI FY2022 YR2 VanLeuven","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""225606""","DHHS NIH CMCI FY2022 YR2 VanLeuven","=""3979""","Research Centers and Institutes",772900,"DHHS NIH CMCI FY2022 YR2 VanLeuven","=""772""",IMCI,"=""10""",Salaries,"=""E4106""","Staff  ",02ORO,"Organized Research on Campus","=""""","=""""",,,+,0,0,190.12,0,,V00009752,"Wichman, Holly",772900,"DHHS NIH CMCI FY2022 YR2 VanLeuven",,981,"="""""
"=""23""","=""01""","7/14/2022 12:58:43 PM","=""V""",F0231354,,,,"HR Payroll 2022 UI 15 0",7/22/2022,HGNL,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""225606""","DHHS NIH CMCI FY2022 YR2 VanLeuven","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""225606""","DHHS NIH CMCI FY2022 YR2 VanLeuven","=""3979""","Research Centers and Institutes",772900,"DHHS NIH CMCI FY2022 YR2 VanLeuven","=""772""",IMCI,"=""10""",Salaries,"=""E4108""","Summer Salary",02ORO,"Organized Research on Campus","=""""","=""""",,,+,0,0,647.08,0,,V00009752,"Wichman, Holly",772900,"DHHS NIH CMCI FY2022 YR2 VanLeuven",,982,"="""""
"=""23""","=""01""","7/14/2022 12:58:43 PM","=""V""",F0231354,,,,"HR Payroll 2022 UI 15 0",7/22/2022,HGNL,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""225606""","DHHS NIH CMCI FY2022 YR2 VanLeuven","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""225606""","DHHS NIH CMCI FY2022 YR2 VanLeuven","=""3979""","Research Centers and Institutes",772900,"DHHS NIH CMCI FY2022 YR2 VanLeuven","=""772""",IMCI,"=""12""","Temporary Help","=""E4135""","Temporary Student",02ORO,"Organized Research on Campus","=""""","=""""",,,+,0,0,888.75,0,,V00009752,"Wichman, Holly",772900,"DHHS NIH CMCI FY2022 YR2 VanLeuven",,983,"="""""
"=""23""","=""01""","7/14/2022 1:01:31 PM","=""V""",F0231354,,,,"HR Payroll 2022 UI 15 0",7/22/2022,GRRV,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""225606""","DHHS NIH CMCI FY2022 YR2 VanLeuven","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""225606""","DHHS NIH CMCI FY2022 YR2 VanLeuven","=""3979""","Research Centers and Institutes",772900,"DHHS NIH CMCI FY2022 YR2 VanLeuven","=""772""",IMCI,"=""RV""",Revenue,"=""R3711""","Grants & Contracts - Federal",02ORO,"Organized Research on Campus","=""""","=""""",,,+,0,0,280.43,0,,V00009752,"Wichman, Holly",772900,"DHHS NIH CMCI FY2022 YR2 VanLeuven",,981,"="""""
"=""23""","=""01""","7/14/2022 1:01:32 PM","=""V""",F0231354,,,,"HR Payroll 2022 UI 15 0",7/22/2022,GRRV,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""225606""","DHHS NIH CMCI FY2022 YR2 VanLeuven","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""225606""","DHHS NIH CMCI FY2022 YR2 VanLeuven","=""3979""","Research Centers and Institutes",772900,"DHHS NIH CMCI FY2022 YR2 VanLeuven","=""772""",IMCI,"=""RV""",Revenue,"=""R3711""","Grants & Contracts - Federal",02ORO,"Organized Research on Campus","=""""","=""""",,,+,0,0,954.44,0,,V00009752,"Wichman, Holly",772900,"DHHS NIH CMCI FY2022 YR2 VanLeuven",,982,"="""""
"=""23""","=""01""","7/14/2022 1:01:32 PM","=""V""",F0231354,,,,"HR Payroll 2022 UI 15 0",7/22/2022,GRRV,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""225606""","DHHS NIH CMCI FY2022 YR2 VanLeuven","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""225606""","DHHS NIH CMCI FY2022 YR2 VanLeuven","=""3979""","Research Centers and Institutes",772900,"DHHS NIH CMCI FY2022 YR2 VanLeuven","=""772""",IMCI,"=""RV""",Revenue,"=""R3711""","Grants & Contracts - Federal",02ORO,"Organized Research on Campus","=""""","=""""",,,+,0,0,1310.91,0,,V00009752,"Wichman, Holly",772900,"DHHS NIH CMCI FY2022 YR2 VanLeuven",,983,"="""""
"=""23""","=""01""","7/14/2022 1:01:31 PM","=""V""",F0231354,,,,"HR Payroll 2022 UI 15 0",7/22/2022,GRIC,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""225606""","DHHS NIH CMCI FY2022 YR2 VanLeuven","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""225606""","DHHS NIH CMCI FY2022 YR2 VanLeuven","=""3979""","Research Centers and Institutes",772900,"DHHS NIH CMCI FY2022 YR2 VanLeuven","=""772""",IMCI,"=""60""",Overhead,"=""E5982""","Facilities and Admin Expense",02ORO,"Organized Research on Campus","=""""","=""""",,,+,0,0,90.31,0,,V00009752,"Wichman, Holly",772900,"DHHS NIH CMCI FY2022 YR2 VanLeuven",,981,"="""""
"=""23""","=""01""","7/14/2022 1:01:32 PM","=""V""",F0231354,,,,"HR Payroll 2022 UI 15 0",7/22/2022,GRIC,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""225606""","DHHS NIH CMCI FY2022 YR2 VanLeuven","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""225606""","DHHS NIH CMCI FY2022 YR2 VanLeuven","=""3979""","Research Centers and Institutes",772900,"DHHS NIH CMCI FY2022 YR2 VanLeuven","=""772""",IMCI,"=""60""",Overhead,"=""E5982""","Facilities and Admin Expense",02ORO,"Organized Research on Campus","=""""","=""""",,,+,0,0,307.36,0,,V00009752,"Wichman, Holly",772900,"DHHS NIH CMCI FY2022 YR2 VanLeuven",,982,"="""""
"=""23""","=""01""","7/14/2022 1:01:32 PM","=""V""",F0231354,,,,"HR Payroll 2022 UI 15 0",7/22/2022,GRIC,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""225606""","DHHS NIH CMCI FY2022 YR2 VanLeuven","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""225606""","DHHS NIH CMCI FY2022 YR2 VanLeuven","=""3979""","Research Centers and Institutes",772900,"DHHS NIH CMCI FY2022 YR2 VanLeuven","=""772""",IMCI,"=""60""",Overhead,"=""E5982""","Facilities and Admin Expense",02ORO,"Organized Research on Campus","=""""","=""""",,,+,0,0,422.16,0,,V00009752,"Wichman, Holly",772900,"DHHS NIH CMCI FY2022 YR2 VanLeuven",,983,"="""""
"=""23""","=""01""","7/13/2022 4:12:09 PM","=""V""",ENRV0015,,,P0063624,"ENCUMBRANCE ROLL",7/1/2022,BD02,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""225374""","DHHS NIH CMCI 2021 Admin","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""225374""","DHHS NIH CMCI 2021 Admin","=""3979""","Research Centers and Institutes",772905,"DHHS NIH CMCI 2021 Admin","=""772""",IMCI,"=""30""","Other Expense","=""30""","Other Expense",02ORO,"Organized Research on Campus","=""""","=""""",,,+,0,4000,0,0,,V00009752,"Wichman, Holly",772905,"DHHS NIH CMCI 2021 Admin",,78,"="""""
"=""23""","=""01""","7/13/2022 4:12:09 PM","=""V""",ENRV0015,,,P0063592,"ENCUMBRANCE ROLL",7/1/2022,BD02,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""225374""","DHHS NIH CMCI 2021 Admin","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""225374""","DHHS NIH CMCI 2021 Admin","=""3979""","Research Centers and Institutes",772905,"DHHS NIH CMCI 2021 Admin","=""772""",IMCI,"=""40""","$5K or > Capital Outlay","=""40""","$5K or > Capital Outlay",02ORO,"Organized Research on Campus","=""""","=""""",,,+,0,69352.56,0,0,,V00009752,"Wichman, Holly",772905,"DHHS NIH CMCI 2021 Admin",,76,"="""""
"=""23""","=""01""","6/30/2022 12:45:06 PM","=""V""",F0230924,,,,"HR Payroll 2022 UI 14 0",7/8/2022,HGNL,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""225241""","DHHS NIH CMCI 2020-Pilot Coats","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""225241""","DHHS NIH CMCI 2020-Pilot Coats","=""3979""","Research Centers and Institutes",772907,"DHHS NIH CMCI 2020-Pilot Coats","=""772""",IMCI,"=""10""",Salaries,"=""E4106""","Staff  ",02ORO,"Organized Research on Campus","=""""","=""""",,,+,0,0,173.1,0,,V00009752,"Wichman, Holly",772907,"DHHS NIH CMCI 2020-Pilot Coats",,806,"="""""
"=""23""","=""01""","6/30/2022 12:47:38 PM","=""V""",F0230924,,,,"HR Payroll 2022 UI 14 0",7/8/2022,GRRV,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""225241""","DHHS NIH CMCI 2020-Pilot Coats","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""225241""","DHHS NIH CMCI 2020-Pilot Coats","=""3979""","Research Centers and Institutes",772907,"DHHS NIH CMCI 2020-Pilot Coats","=""772""",IMCI,"=""RV""",Revenue,"=""R3711""","Grants & Contracts - Federal",02ORO,"Organized Research on Campus","=""""","=""""",,,+,0,0,255.32,0,,V00009752,"Wichman, Holly",772907,"DHHS NIH CMCI 2020-Pilot Coats",,806,"="""""
"=""23""","=""01""","6/30/2022 12:47:38 PM","=""V""",F0230924,,,,"HR Payroll 2022 UI 14 0",7/8/2022,GRIC,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""225241""","DHHS NIH CMCI 2020-Pilot Coats","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""225241""","DHHS NIH CMCI 2020-Pilot Coats","=""3979""","Research Centers and Institutes",772907,"DHHS NIH CMCI 2020-Pilot Coats","=""772""",IMCI,"=""60""",Overhead,"=""E5982""","Facilities and Admin Expense",02ORO,"Organized Research on Campus","=""""","=""""",,,+,0,0,82.22,0,,V00009752,"Wichman, Holly",772907,"DHHS NIH CMCI 2020-Pilot Coats",,806,"="""""
"=""23""","=""01""","6/30/2022 12:45:14 PM","=""V""",F0230924,,,,"HR Payroll 2022 UI 14 0",7/8/2022,HGNL,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""225374""","DHHS NIH CMCI 2021 Admin","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""225374""","DHHS NIH CMCI 2021 Admin","=""3979""","Research Centers and Institutes",772905,"DHHS NIH CMCI 2021 Admin","=""772""",IMCI,"=""10""",Salaries,"=""E4106""","Staff  ",02ORO,"Organized Research on Campus","=""""","=""""",,,+,0,0,2187.6,0,,V00009752,"Wichman, Holly",772905,"DHHS NIH CMCI 2021 Admin",,857,"="""""
"=""23""","=""01""","6/30/2022 12:45:14 PM","=""V""",F0230924,,,,"HR Payroll 2022 UI 14 0",7/8/2022,HGNL,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""225374""","DHHS NIH CMCI 2021 Admin","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""225374""","DHHS NIH CMCI 2021 Admin","=""3979""","Research Centers and Institutes",772905,"DHHS NIH CMCI 2021 Admin","=""772""",IMCI,"=""10""",Salaries,"=""E4108""","Summer Salary",02ORO,"Organized Research on Campus","=""""","=""""",,,+,0,0,17686.12,0,,V00009752,"Wichman, Holly",772905,"DHHS NIH CMCI 2021 Admin",,858,"="""""
"=""23""","=""01""","6/30/2022 12:45:15 PM","=""V""",F0230924,,,,"HR Payroll 2022 UI 14 0",7/8/2022,HGNL,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""225374""","DHHS NIH CMCI 2021 Admin","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""225374""","DHHS NIH CMCI 2021 Admin","=""3979""","Research Centers and Institutes",772905,"DHHS NIH CMCI 2021 Admin","=""772""",IMCI,"=""12""","Temporary Help","=""E4110""","Temporary Employee",02ORO,"Organized Research on Campus","=""""","=""""",,,+,0,0,185.92,0,,V00009752,"Wichman, Holly",772905,"DHHS NIH CMCI 2021 Admin",,859,"="""""
"=""23""","=""01""","6/30/2022 12:47:47 PM","=""V""",F0230924,,,,"HR Payroll 2022 UI 14 0",7/8/2022,GRRV,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""225374""","DHHS NIH CMCI 2021 Admin","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""225374""","DHHS NIH CMCI 2021 Admin","=""3979""","Research Centers and Institutes",772905,"DHHS NIH CMCI 2021 Admin","=""772""",IMCI,"=""RV""",Revenue,"=""R3711""","Grants & Contracts - Federal",02ORO,"Organized Research on Campus","=""""","=""""",,,+,0,0,3226.71,0,,V00009752,"Wichman, Holly",772905,"DHHS NIH CMCI 2021 Admin",,857,"="""""
"=""23""","=""01""","6/30/2022 12:47:47 PM","=""V""",F0230924,,,,"HR Payroll 2022 UI 14 0",7/8/2022,GRRV,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""225374""","DHHS NIH CMCI 2021 Admin","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""225374""","DHHS NIH CMCI 2021 Admin","=""3979""","Research Centers and Institutes",772905,"DHHS NIH CMCI 2021 Admin","=""772""",IMCI,"=""RV""",Revenue,"=""R3711""","Grants & Contracts - Federal",02ORO,"Organized Research on Campus","=""""","=""""",,,+,0,0,26087.03,0,,V00009752,"Wichman, Holly",772905,"DHHS NIH CMCI 2021 Admin",,858,"="""""
"=""23""","=""01""","6/30/2022 12:47:47 PM","=""V""",F0230924,,,,"HR Payroll 2022 UI 14 0",7/8/2022,GRRV,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""225374""","DHHS NIH CMCI 2021 Admin","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""225374""","DHHS NIH CMCI 2021 Admin","=""3979""","Research Centers and Institutes",772905,"DHHS NIH CMCI 2021 Admin","=""772""",IMCI,"=""RV""",Revenue,"=""R3711""","Grants & Contracts - Federal",02ORO,"Organized Research on Campus","=""""","=""""",,,+,0,0,274.23,0,,V00009752,"Wichman, Holly",772905,"DHHS NIH CMCI 2021 Admin",,859,"="""""
"=""23""","=""01""","6/30/2022 12:47:47 PM","=""V""",F0230924,,,,"HR Payroll 2022 UI 14 0",7/8/2022,GRIC,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""225374""","DHHS NIH CMCI 2021 Admin","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""225374""","DHHS NIH CMCI 2021 Admin","=""3979""","Research Centers and Institutes",772905,"DHHS NIH CMCI 2021 Admin","=""772""",IMCI,"=""60""",Overhead,"=""E5982""","Facilities and Admin Expense",02ORO,"Organized Research on Campus","=""""","=""""",,,+,0,0,1039.11,0,,V00009752,"Wichman, Holly",772905,"DHHS NIH CMCI 2021 Admin",,857,"="""""
"=""23""","=""01""","6/30/2022 12:47:47 PM","=""V""",F0230924,,,,"HR Payroll 2022 UI 14 0",7/8/2022,GRIC,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""225374""","DHHS NIH CMCI 2021 Admin","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""225374""","DHHS NIH CMCI 2021 Admin","=""3979""","Research Centers and Institutes",772905,"DHHS NIH CMCI 2021 Admin","=""772""",IMCI,"=""60""",Overhead,"=""E5982""","Facilities and Admin Expense",02ORO,"Organized Research on Campus","=""""","=""""",,,+,0,0,8400.91,0,,V00009752,"Wichman, Holly",772905,"DHHS NIH CMCI 2021 Admin",,858,"="""""
"=""23""","=""01""","6/30/2022 12:47:47 PM","=""V""",F0230924,,,,"HR Payroll 2022 UI 14 0",7/8/2022,GRIC,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""225374""","DHHS NIH CMCI 2021 Admin","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""225374""","DHHS NIH CMCI 2021 Admin","=""3979""","Research Centers and Institutes",772905,"DHHS NIH CMCI 2021 Admin","=""772""",IMCI,"=""60""",Overhead,"=""E5982""","Facilities and Admin Expense",02ORO,"Organized Research on Campus","=""""","=""""",,,+,0,0,88.31,0,,V00009752,"Wichman, Holly",772905,"DHHS NIH CMCI 2021 Admin",,859,"="""""
"=""23""","=""01""","6/30/2022 12:45:15 PM","=""V""",F0230924,,,,"HR Payroll 2022 UI 14 0",7/8/2022,HGNL,SH4697,"=""22""","Sponsored Programs","=""ZZ4697""","Master Fund - SH4697","=""225375""","DHHS NIH CMCI 2021 Modeling Core","=""""",,"=""ZZ4697""","Master Fund - SH4697","=""225375""","DHHS NIH CMCI 2021 Modeling Core","=""3979""","Research Centers and Institutes",772904,"DHHS NIH CMCI 2021 Modeling Core","=""772""",IMCI,"=""10""",Salaries,"=""E4106""","Staff  ",02ORO,"Organized Research on Campus","=""""","=""""",,,+,0,0,3283.52,0,,V00009752,"Wichman, Holly",772904,"DHHS NIH CMCI 2021 Modeling Core",,860,"="""""
